Process started: 2022-07-01 01:58:36.795324
Opening DB connection
Engine created
DB connection successful!
('empleada80', 1, 1)
('alba', 1, 1)
('.(c', 1, 1)
('abarrotes', 1, 1)
('realizo', 1, 4)
('tubará', 1, 1)
('casusas', 1, 1)
('triplicaron', 1, 2)
('off-set', 1, 1)
('personajes', 1, 1)
('kluge', 1, 1)
('armónicas', 1, 1)
('recopilaron', 1, 1)
('unidos32', 1, 1)
('0,4ecidní', 1, 1)
('catastrófico', 1, 1)
('vi97', 1, 1)
('ambulantes', 1, 1)
('ingresos42', 1, 1)
('interuniversitario', 1, 1)
('pap)-pda', 1, 1)
('primary', 1, 1)
('abb', 1, 4)
('alimenticias', 1, 2)
('zúñiga', 1, 3)
('cuatrimotos', 1, 1)
('estado19', 1, 1)
('interesadas4', 1, 1)
('desfavorecida', 1, 1)
('kk-12400-co', 1, 2)
('nación23', 1, 1)
('aceleradas', 1, 1)
('desembolsan', 1, 1)
('stem)31', 1, 1)
('protectoras-productoras', 1, 1)
('global17', 1, 1)
('cóndor', 1, 1)
('inmunoprevenibles', 1, 2)
('logística8', 1, 1)
('ruapp', 1, 5)
('covima', 1, 1)
('chasis', 1, 1)
('desastres17', 1, 1)
('antropógenas', 1, 1)
('salento', 1, 1)
('criteria', 1, 1)
('consistido', 1, 1)
('eci)1', 1, 1)
('children’s', 1, 1)
('presionaron', 1, 1)
('llena', 1, 1)
('tame2018011000514', 1, 1)
('incrementarla', 1, 1)
('ccrf17', 1, 1)
('tierraap', 1, 1)
('rethought', 1, 1)
('1,00a1.560.000ulatríc', 1, 1)
('uupec', 1, 1)
('6,3tn', 1, 1)
('narratives', 1, 1)
('ginecología', 1, 1)
('gunashekar', 1, 2)
('bajospakistan', 1, 1)
('esencial181', 1, 1)
('mercantil6', 1, 1)
('migrants', 1, 1)
('complementari', 1, 1)
('oidniuq', 1, 1)
('h2o', 1, 1)
('bogot', 1, 1)
('competence', 1, 1)
('gei53', 1, 1)
('peñaranda', 1, 1)
('cuc', 1, 1)
('pbs20', 1, 1)
('datasphere', 1, 1)
('ndea', 1, 1)
('persistido', 1, 1)
('siet', 1, 1)
('revisarla', 1, 1)
('options', 1, 1)
('síquima', 1, 1)
('financiamiento15', 1, 1)
('tribugá8', 1, 1)
('hacaritama', 1, 1)
('candelaria-la', 1, 4)
('apatridia', 1, 1)
('dcíh', 1, 1)
('lima-perú', 1, 1)
('organolépticos', 1, 1)
('valorem', 1, 1)
('megavoltiamperios', 1, 1)
('procesaron', 1, 1)
('c2-', 1, 2)
('ejemplifica', 1, 1)
('phones', 1, 1)
('verle', 1, 1)
('betancourt', 1, 1)
('enfrentarla', 1, 1)
('ippa26', 1, 1)
('0%2011', 1, 1)
('17/04/2013', 1, 1)
('formaci', 1, 1)
('yde', 1, 1)
('ict´s', 1, 1)
('ciudadelas', 1, 1)
('arnhold', 1, 1)
('sociales-200324.aspx', 1, 1)
('guaymaral', 1, 1)
('relief-an', 1, 1)
('provided', 1, 1)
('consultivo22', 1, 1)
('nistración', 1, 1)
('betterment', 1, 1)
('artículo.53', 1, 1)
('quetame', 1, 1)
('traviesas', 1, 1)
('caf-', 1, 2)
('advertir', 1, 3)
('cañas', 1, 3)
('́reo', 1, 1)
('pivijay', 1, 1)
('golpeado', 1, 3)
('21encuesta', 1, 1)
('crick', 1, 2)
('departamentos49', 1, 1)
('incentivada', 1, 1)
('subordinar', 1, 1)
('nación11', 1, 1)
('different', 1, 1)
('acierto', 1, 1)
('cepe', 1, 4)
('actualidad-economica-sectorial', 1, 1)
('explota', 1, 1)
('invertiría', 1, 1)
('cnossens', 1, 1)
('possingham', 1, 2)
('11-plan', 1, 2)
('guajira34', 1, 1)
('ahorraría', 1, 1)
('fbr', 1, 2)
('rismip', 1, 2)
('tep', 1, 1)
('cabotajes', 1, 1)
('rionegro-antioquia', 1, 1)
('conmemoración', 1, 2)
('descubridor', 1, 3)
('anital', 1, 1)
('antirumores', 1, 2)
('anesthesia(35', 1, 1)
('ecarcirelauiitmfzi', 1, 1)
('defensivo', 1, 1)
('déficit19,01', 1, 1)
('peinado', 1, 2)
('nortern-south', 1, 1)
('2017)de', 1, 1)
('viola', 1, 1)
('cuartel', 1, 4)
('calorías', 1, 1)
('ecological-transactional', 1, 1)
('raventós', 1, 1)
('29.5%)74676', 1, 1)
('puntualizar', 1, 1)
('dispondrían', 1, 1)
('mosquitos', 1, 1)
('mutada', 1, 1)
('maths', 1, 1)
('enredes', 1, 1)
('pesos31', 1, 1)
('ediprint', 1, 1)
('40.000u', 1, 1)
('-15%2010', 1, 1)
('aerodinámica', 1, 2)
('aicnenetrepocinté', 1, 1)
('universitarioespecialista', 1, 1)
('conpes3989', 1, 1)
('estibadores', 1, 1)
('denominaran', 1, 1)
('ojelecnisel', 1, 1)
('acelerará', 1, 3)
('nukurangi', 1, 1)
('expidiendo', 1, 1)
('soliciones', 1, 1)
('subestimada', 1, 1)
('bendor', 1, 1)
('kotec', 1, 1)
('cali171', 1, 1)
('metropolitana(a', 1, 1)
('subcontratistas', 1, 1)
('desaparece', 1, 1)
('tranfronterizo', 1, 1)
('zoonosis', 1, 2)
('third-grade', 1, 1)
('miran', 1, 1)
('1,4%captura', 1, 1)
('nombrado', 1, 1)
('5%carretero', 1, 1)
('extradimensionada', 1, 1)
('donación67', 1, 1)
('bachillerato58', 1, 1)
('avaluar', 1, 1)
('eaj40ntecr30op20100bogotá', 1, 1)
('surtimiento', 1, 1)
('actei', 1, 1)
('intermedio168', 1, 1)
('nicolás', 1, 1)
('productivity-revolution', 1, 1)
('movemos', 1, 1)
('toth', 1, 5)
('fiszbein', 1, 3)
('mpreusltuinpauceisoton', 1, 1)
('conyugal', 1, 1)
('ferroviario98', 1, 1)
('5000emh-', 1, 1)
('gasoductos', 1, 3)
('0009gr', 1, 1)
('soon', 1, 2)
('tapasco', 1, 1)
('reversarpfuente', 1, 1)
('habilitación53', 1, 1)
('asfaltos', 1, 1)
('acpm)8', 1, 1)
('2cuando', 1, 1)
('201.pdf', 1, 1)
('successful', 1, 1)
('amortizado', 1, 3)
('allanamientos', 1, 1)
('trime', 1, 1)
('vigente162', 1, 1)
('comportarse', 1, 1)
('tripulado', 1, 1)
('golpeadas', 1, 1)
('portuguese', 1, 1)
('transportista', 1, 1)
('recrudecido', 1, 2)
('presupuesto26', 1, 1)
('infad', 1, 1)
('pedregaltumaco', 1, 1)
('guitton', 1, 3)
('refuercen', 1, 1)
('60autoempleo', 1, 1)
('saneamiento7', 1, 1)
('2015vol', 1, 1)
('conpes4039', 1, 1)
('tmsa-sam-18-2019', 1, 1)
('dispersar', 1, 1)
('contraerán', 1, 1)
('rellena', 1, 1)
('porcentaje24', 1, 1)
('rcb', 1, 1)
('ufnragl', 1, 1)
('cuci', 1, 1)
('ricos', 1, 1)
('agresiva', 1, 1)
('uno16', 1, 1)
('isdmoepscaaiorcretooclo', 1, 1)
('despliegan', 1, 2)
('realzan', 1, 1)
('-el', 1, 2)
('pospandemia', 1, 2)
('schimel', 1, 2)
('psychol', 1, 2)
('rural55', 1, 1)
('propedéuticos', 1, 1)
('sostenerlos', 1, 1)
('21-mar', 1, 1)
('bambú', 1, 1)
('g3-', 1, 3)
('emigraron', 1, 1)
('dragas', 1, 1)
('asesinatos', 1, 1)
('principios38', 1, 1)
('fleet', 1, 4)
('geocientíficos', 1, 1)
('urbana14', 1, 1)
('0inteligencia', 1, 1)
('estonia', 1, 2)
('aeronaves10', 1, 1)
('picaleña', 1, 1)
('desde1989', 1, 1)
('comunicativo', 1, 1)
('discriminatorios', 1, 2)
('repercutiendo', 1, 1)
('república9', 1, 1)
('armonizarlas', 1, 1)
('sspd20171000005985', 1, 1)
('costará', 1, 1)
('metzger', 1, 1)
('achieving', 1, 1)
('oportunidad20', 1, 1)
('markham', 1, 4)
('0.24%)empleado', 1, 1)
('alcalá-montenegro-armenia', 1, 1)
('ses-10', 1, 1)
('murrell', 1, 2)
('candy', 1, 2)
('detallaron', 1, 1)
('13%ap', 1, 1)
('plc)11', 1, 1)
('teveandi', 1, 1)
('zelandaatr', 1, 1)
('balizamiento', 1, 2)
('onvs', 1, 2)
('desintegra', 1, 1)
('atípicos', 1, 3)
('nauru', 1, 1)
('pidan', 1, 1)
('mismo26', 1, 1)
('bl0007', 1, 1)
('masificarse', 1, 1)
('infiltraciones', 1, 1)
('sedimentadores', 1, 1)
('cbldouorlaenenys', 1, 1)
('mental-psicosocial', 1, 1)
('pib)1,5', 1, 1)
('bb5b+', 1, 1)
('indeterminado', 1, 1)
('zipaquir', 1, 1)
('ríos1.5291.6512.8711.4232.2092.229', 1, 1)
('north', 1, 1)
('caf-dnp', 1, 3)
('productivas15', 1, 1)
('petén', 1, 1)
('propuesto32', 1, 1)
('sinopsis', 1, 1)
('limitadoras', 1, 1)
('carga20', 1, 1)
('metroplús', 1, 2)
('inundado', 1, 1)
('chairs', 1, 2)
('cuán', 1, 1)
('enl54', 1, 1)
('nacionales)38', 1, 1)
('aids', 1, 1)
('alojan', 1, 1)
('otúnconsota', 1, 1)
('tripulaciones', 1, 2)
('ni1', 1, 3)
('envigado-cisneros', 1, 1)
('falsos', 1, 1)
('2021-trimestre', 1, 2)
('onar', 1, 1)
('prem', 1, 1)
('caudados', 1, 4)
('disipan', 1, 1)
('actual-población', 1, 1)
('simuladas', 1, 1)
('colocándolos', 1, 1)
('postula', 1, 1)
('comerciales76', 1, 1)
('innovación186', 1, 1)
('0%2016', 1, 1)
('diagnostique', 1, 1)
('continuaban', 1, 1)
('deposito', 1, 1)
('88,3%80%60%40%20%0%cloud', 1, 1)
('argente', 1, 2)
('disminuyera', 1, 1)
('val', 1, 3)
('pesos69', 1, 1)
('empleood', 1, 1)
('comprueba', 1, 1)
('conservarla', 1, 1)
('nóicacibunóiccerid', 1, 1)
('concordato', 1, 1)
('estaques', 1, 1)
('merecemos', 1, 1)
('9%2019', 1, 1)
('laboral25', 1, 1)
('territoriales28', 1, 1)
('geométricos', 1, 1)
('al11,1%cliente7,3%', 1, 1)
('faenas', 1, 1)
('igc)13', 1, 1)
('subcontratados', 1, 1)
('45((suppl', 1, 1)
('pertenecieron', 1, 1)
('urbano-regionales120', 1, 1)
('furag)25', 1, 1)
('much', 1, 1)
('opep+)5', 1, 1)
('malicioso', 1, 1)
('trasmitida', 1, 1)
('cenizas', 1, 1)
('personal23', 1, 1)
('terciariatipo', 1, 1)
('aport', 1, 1)
('panamerica', 1, 2)
('car65', 1, 1)
('pcb', 1, 2)
('gradual9', 1, 1)
('vol.29', 1, 1)
('uploads/2021/06', 1, 1)
('medioambiente127', 1, 1)
('erradicarlo', 1, 1)
('lifting', 1, 1)
('fis', 1, 1)
('iiac', 1, 1)
('6,584,703,90bucaramanga', 1, 1)
('riveros', 1, 1)
('thurik', 1, 2)
('iipp', 1, 2)
('occidental112', 1, 1)
('encargaba', 1, 1)
('pinzón1', 1, 1)
('durlauf', 1, 1)
('línea6', 1, 1)
('bio-diversa', 1, 1)
('reasunción', 1, 4)
('pauea', 1, 3)
('terreno32', 1, 1)
('pnsc', 1, 5)
('córdova', 1, 3)
('enviarán', 1, 1)
('santiago-', 1, 1)
('tutorías', 1, 1)
('administradopara', 1, 1)
('importarlas', 1, 1)
('campoalegre', 1, 1)
('rgo', 1, 1)
('dosi', 1, 1)
('centroamérica', 1, 1)
('riparia', 1, 1)
('8.4%)16223', 1, 1)
('cabañas-cisneros', 1, 1)
('promoverlo', 1, 1)
('pobreza-fip', 1, 1)
('pesos100', 1, 1)
('muere', 1, 1)
('tecnología145', 1, 1)
('zat', 1, 1)
('persuadirlos', 1, 1)
('burton', 1, 2)
('rues)5', 1, 1)
('suplementos', 1, 1)
('eduentretenimiento78', 1, 1)
('acelerador', 1, 1)
('pep15', 1, 1)
('0,015%0', 1, 1)
('ninos', 1, 1)
('programas27', 1, 1)
('ext', 1, 2)
('técnico-gran', 1, 1)
('challengers', 1, 1)
('700bbb+588,1600bbb4463,9', 1, 1)
('implantan', 1, 1)
('cobren', 1, 1)
('bishop', 1, 1)
('morrosquillopor', 1, 1)
('concerte', 1, 1)
('administradocontratos', 1, 1)
('méxic', 1, 1)
('snuira', 1, 1)
('esl', 1, 1)
('vis7crecimiento', 1, 1)
('hidrológicos18', 1, 1)
('digital115', 1, 1)
('reasigan', 1, 1)
('adictivas', 1, 1)
('operaciones11', 1, 1)
('armonizaban', 1, 1)
('predominaban', 1, 1)
('componentes45', 1, 1)
('derogue', 1, 1)
('74el', 1, 1)
('acirfádu', 1, 1)
('planeacióni', 1, 1)
('nacional3,3', 1, 1)
('biodiversos', 1, 1)
('plmb169', 1, 1)
('repositoria', 1, 1)
('central-0,5-', 1, 1)
('drama', 1, 1)
('esperada11', 1, 1)
('tia', 1, 1)
('uyl', 1, 1)
('conpes3995', 1, 1)
('bmx', 1, 1)
('trietápico', 1, 1)
('neuropsiquiátricas', 1, 2)
('parlantes', 1, 1)
('-17,36%', 1, 1)
('camello', 1, 1)
('asincrónicos', 1, 1)
('hogares7', 1, 1)
('jagüeyes53', 1, 1)
('pfc', 1, 1)
('hogares-', 1, 1)
('demarquen', 1, 1)
('avalaba', 1, 1)
('céntricas', 1, 1)
('chairá', 1, 3)
('buenave123.302', 1, 1)
('serrano-vela', 1, 1)
('c-748/11', 1, 2)
('1000-identificación', 1, 1)
('usuarios71', 1, 1)
('astorga', 1, 2)
('berkovic', 1, 2)
('enfrentara', 1, 1)
('pla', 1, 1)
('leox', 1, 1)
('summit74', 1, 1)
('gib', 1, 1)
('proyectotecnologiasistema', 1, 1)
('premiados', 1, 1)
('alr)118', 1, 1)
('smmlv46', 1, 1)
('mio-cable', 1, 1)
('quemados', 1, 1)
('proporcionaron', 1, 1)
('7%curva', 1, 1)
('yopal-', 1, 1)
('villamizar', 1, 3)
('catastrales10', 1, 1)
('proyectos37que', 1, 1)
('recyt', 1, 1)
('gps)29', 1, 1)
('ortois', 1, 1)
('20lev', 1, 1)
('nocivo', 1, 1)
('proxy55', 1, 1)
('millonescomunicacionesnavegación55%44%observación', 1, 1)
('semaforizacioncentro', 1, 1)
('nacional91', 1, 1)
('empleos7', 1, 1)
('telecomunicación', 1, 2)
('países1]1', 1, 1)
('otras77', 1, 1)
('ssitm', 1, 1)
('anuncian', 1, 1)
('ía.óaaap', 1, 1)
('42,9%falta', 1, 1)
('perez', 1, 3)
('evaluación45', 1, 1)
('zavala', 1, 1)
('ambientales)83', 1, 1)
('snigcaj', 1, 1)
('sectorizada', 1, 1)
('biopsicológicas', 1, 1)
('lavca', 1, 3)
('2a25', 1, 1)
('desplazamiento19', 1, 1)
('incoder-tadeo', 1, 1)
('resultados26', 1, 1)
('10/28', 1, 1)
('probogotá', 1, 1)
('nukak', 1, 3)
('agronómico', 1, 4)
('unimil', 1, 3)
('acople', 1, 2)
('xcala', 1, 3)
('conpes3976', 1, 1)
('asco', 1, 1)
('ideam-', 1, 1)
('evitar-cambiar-mejorar', 1, 3)
('sobrecargada', 1, 1)
('estudiaron', 1, 1)
('apelar', 1, 1)
('alliuqnarrab)0102', 1, 1)
('yturismo', 1, 1)
('gwh-mes', 1, 2)
('dissertation', 1, 1)
('habilitados(a', 1, 1)
('choachí', 1, 1)
('iva35', 1, 1)
('johns', 1, 1)
('visions', 1, 1)
('muyalto', 1, 1)
('l81', 1, 1)
('calipso', 1, 5)
('0,0%0', 1, 1)
('neiva4', 1, 1)
('órbita-espectro', 1, 2)
('detallen', 1, 1)
('finlandiam', 1, 1)
('super', 1, 1)
('seniat', 1, 1)
('hallet', 1, 1)
('hablitar', 1, 1)
('ntura', 1, 1)
('index.php', 1, 1)
('transgénero', 1, 1)
('orilla', 1, 1)
('iva=16', 1, 1)
('corpochivor', 1, 1)
('sars-cov2', 1, 2)
('br-l1289', 1, 1)
('sucesiva', 1, 1)
('ar-l1016', 1, 1)
('96,0camión', 1, 1)
('empleos5%', 1, 1)
('amar', 1, 1)
('publicaran', 1, 1)
('audretsch', 1, 2)
('carga1', 1, 1)
('jeopardy', 1, 1)
('dllcsepsppoooeoveoúoss', 1, 1)
('carga19', 1, 1)
('hinca', 1, 1)
('delhi', 1, 1)
('árruba', 1, 1)
('siachoque', 1, 1)
('010/2017s', 1, 1)
('adultcentrism', 1, 1)
('tsm', 1, 4)
('setp)7', 1, 1)
('ggt', 1, 1)
('cramanidna', 1, 1)
('aplicaciònma', 1, 1)
('sectoriales29', 1, 1)
('sindemia157', 1, 1)
('salud-', 1, 1)
('quiebre', 1, 1)
('mundos', 1, 1)
('grafías', 1, 1)
('probando', 1, 1)
('difficulties', 1, 1)
('fundados', 1, 1)
('publication', 1, 1)
('utc-4', 1, 1)
('130administración', 1, 1)
('mojana35', 1, 1)
('ippa)23', 1, 1)
('2010-ingreso', 1, 1)
('suba-cota', 1, 1)
('movilidad164', 1, 1)
('art)60', 1, 1)
('bicentenario5', 1, 1)
('bonanza', 1, 1)
('temis', 1, 1)
('oculto', 1, 1)
('colombiano5', 1, 1)
('saravenarío', 1, 1)
('contara', 1, 1)
('recuperdo', 1, 1)
('2,2%0%de', 1, 1)
('copes-gerbitz', 1, 2)
('busan', 1, 1)
('subjetividades', 1, 2)
('rndc12', 1, 1)
('co-t1230', 1, 1)
('nfp', 1, 1)
('ptrodatnemila', 1, 1)
('happy', 1, 1)
('enfatice', 1, 1)
('víctimas23', 1, 1)
('agroturística', 1, 1)
('patio-garajes', 1, 2)
('hostiles', 1, 1)
('49,6gobierno', 1, 1)
('proveeduría', 1, 1)
('decirlo', 1, 1)
('origen\\\\', 1, 2)
('públicocolectivootro8%campero/', 1, 1)
('tmsa-sam-14-2020', 1, 1)
('trasladará', 1, 1)
('iioc', 1, 1)
('co-pagadores', 1, 1)
('twenge', 1, 1)
('movilidad6', 1, 1)
('titularizadoras', 1, 1)
('departamento55', 1, 1)
('asimilan', 1, 1)
('expresiva', 1, 1)
('ucla', 1, 1)
('palonegro', 1, 1)
('compra45', 1, 1)
('damon', 1, 1)
('-6,2%', 1, 1)
('missing', 1, 1)
('escogió', 1, 1)
('viabilización100', 1, 1)
('42%no', 1, 1)
('camas2', 1, 1)
('easyfly', 1, 3)
('castillo29', 1, 1)
('impregna', 1, 1)
('opitotnemucod', 1, 1)
('telemétricos14', 1, 1)
('euros1', 1, 1)
('pnd44', 1, 1)
('gnicruosdworc', 1, 1)
('consultorios', 1, 1)
('transperitoneal', 1, 1)
('pidep', 1, 1)
('desencadenante', 1, 1)
('murtsnisoirotaluger', 1, 1)
('predispone', 1, 1)
('ore', 1, 1)
('cccss1811devolucion-iva-ecuador', 1, 1)
('barranquilla-ciénaga-santa', 1, 1)
('obligar', 1, 1)
('pnud172', 1, 1)
('annurev.clinpsy.1.102803.144029', 1, 1)
('vulnerabilidad32', 1, 1)
('2ene-abr-jul-', 1, 1)
('pr0132', 1, 1)
('buenomalo16,54', 1, 1)
('sabia', 1, 1)
('3,335,406,04sincelejo', 1, 1)
('transitado', 1, 1)
('abocado', 1, 1)
('distancian', 1, 1)
('acre', 1, 2)
('70e', 1, 1)
('everyone', 1, 2)
('empleo150', 1, 1)
('ciclomotores', 1, 1)
('porciones', 1, 1)
('radiología', 1, 1)
('2420,4panamá', 1, 1)
('engloban', 1, 1)
('hemodinámica', 1, 1)
('s0927-5371(01)00039-2', 1, 1)
('estudio30', 1, 1)
('normalizadas', 1, 1)
('fixing', 1, 1)
('gachancipá', 1, 4)
('67,1%porcentaje', 1, 1)
('santuario-puerto', 1, 1)
('resultados15', 1, 1)
('digital33', 1, 1)
('monótonas', 1, 1)
('aivilob', 1, 1)
('corpoamazonia', 1, 1)
('67%respuesta', 1, 1)
('fijo13', 1, 1)
('a2.2', 1, 1)
('antiterrorismo', 1, 2)
('vtex', 1, 1)
('5555-x', 1, 1)
('bombillos', 1, 1)
('lentos', 1, 1)
('socio-natural', 1, 3)
('nació', 1, 1)
('departamentos18', 1, 1)
('artificial29', 1, 1)
('galindo', 1, 1)
('kids', 1, 1)
('lanterior', 1, 1)
('bogotá-sitm', 1, 1)
('ultraprocesados', 1, 1)
('filbo', 1, 1)
('2002;kaplan', 1, 1)
('practicaje', 1, 1)
('cifen', 1, 2)
('importación112', 1, 1)
('co0059', 1, 1)
('conpes3947', 1, 1)
('agrologística', 1, 3)
('lazando', 1, 1)
('coordination', 1, 1)
('maguregui', 1, 1)
('compensación(a', 1, 1)
('benefit', 1, 2)
('5nacional', 1, 1)
('clasificará', 1, 1)
('76guatemala', 1, 1)
('spru', 1, 1)
('tricimoto', 1, 1)
('consotá', 1, 2)
('winsor', 1, 1)
('otros40', 1, 1)
('autoempleo(a', 1, 2)
('reflexiona', 1, 3)
('retail35', 1, 1)
('publicaand', 1, 1)
('sobreuso', 1, 1)
('motilones', 1, 3)
('old', 1, 2)
('horton', 1, 2)
('radiografía', 1, 1)
('proactivos', 1, 1)
('vivenciales', 1, 1)
('ejecutara', 1, 1)
('exigente', 1, 1)
('sitra', 1, 2)
('childhood', 1, 1)
('conferir', 1, 1)
('zoonosis51', 1, 1)
('combinado8', 1, 1)
('penitenciaría', 1, 2)
('trabajaba', 1, 1)
('saade', 1, 2)
('death', 1, 1)
('analítico-predictivas', 1, 1)
('trasmisibles52', 1, 1)
('territorial44', 1, 1)
('91/542', 1, 1)
('documento6', 1, 1)
('aicnerapsnart', 1, 1)
('país134', 1, 1)
('milisegundos', 1, 2)
('miseria', 1, 1)
('subidas', 1, 1)
('conpes3984', 1, 1)
('futuro23', 1, 1)
('aguablanca', 1, 5)
('macrohábitats', 1, 1)
('manyika', 1, 1)
('2.1.1.impacto', 1, 1)
('1,0%2', 1, 1)
('invias-sirev', 1, 1)
('matecaña', 1, 2)
('aventajados', 1, 1)
('vacunos', 1, 1)
('pre-delimitación', 1, 1)
('morrosquill', 1, 1)
('nación,22', 1, 1)
('dr-l1010', 1, 1)
('yonavjak', 1, 1)
('hungriaalemania', 1, 1)
('viorela-georgiana', 1, 2)
('cinética', 1, 1)
('proximidades', 1, 1)
('samuel', 1, 2)
('alleviating', 1, 1)
('salt', 1, 1)
('idnumaj', 1, 1)
('melissa', 1, 2)
('peruvian', 1, 1)
('wadhwa', 1, 2)
('boscoso', 1, 1)
('buturama', 1, 1)
('acelerados', 1, 1)
('años31', 1, 1)
('rtdaf', 1, 5)
('marzo-abril', 1, 1)
('pacífico-orinoquía', 1, 2)
('acceso)solu', 1, 1)
('bogotá150', 1, 1)
('alfabético', 1, 2)
('diarios65', 1, 1)
('bucaneros', 1, 1)
('madurado', 1, 1)
('educaicón', 1, 1)
('despensas', 1, 1)
('eut', 1, 1)
('harming', 1, 2)
('autoexcluyen', 1, 1)
('paml', 1, 1)
('0,1%23,6%80,0%60,0%97,0%40,0%73,5%20,0%0,0%general', 1, 1)
('-hasta', 1, 1)
('excluiría', 1, 1)
('ocitnalta', 1, 1)
('onúnebpesli', 1, 1)
('innovatic', 1, 4)
('prosperó', 1, 1)
('agua22', 1, 1)
('ingresos(a', 1, 1)
('agroambientales', 1, 2)
('transporte14', 1, 1)
('punitivo', 1, 1)
('viajes(a', 1, 1)
('riohacha-paraguachón', 1, 1)
('domésticas8', 1, 1)
('porcentaje-', 1, 2)
('hectárea44', 1, 1)
('bds', 1, 1)
('dic2018(a', 1, 1)
('fellitti', 1, 2)
('fdn30', 1, 1)
('movilizador', 1, 1)
('soda', 1, 1)
('perdure', 1, 1)
('dorada-facatativá', 1, 1)
('romani', 1, 2)
('pandemia98', 1, 1)
('2018-i', 1, 1)
('aminora', 1, 1)
('constucción', 1, 4)
('interactuamos', 1, 1)
('23.69%)26463', 1, 1)
('studies(3', 1, 1)
('paradata', 1, 1)
('exime', 1, 1)
('hectárea26', 1, 1)
('ánimascopidijonuquí', 1, 1)
('alterando', 1, 1)
('legible', 1, 1)
('lees', 1, 1)
('f53', 1, 1)
('sueño', 1, 2)
('ja0030', 1, 1)
('geomembrana', 1, 3)
('5cuenca', 1, 1)
('rsap.v17n2.52891', 1, 1)
('taquillas', 1, 1)
('22por', 1, 1)
('rodadero-gaira', 1, 1)
('iva41', 1, 1)
('guala18%8%', 1, 1)
('nministerio', 1, 1)
('aligeramiento', 1, 1)
('victorino', 1, 4)
('pritchett', 1, 2)
('nicsp44', 1, 1)
('hablada', 1, 1)
('soacha188', 1, 1)
('men-', 1, 3)
('uas-rpas', 1, 2)
('pwc', 1, 1)
('tendería', 1, 2)
('obligations', 1, 1)
('concedida', 1, 1)
('agropecuario-i', 1, 1)
('accesiones', 1, 3)
('-4,0%', 1, 1)
('hiperactividad', 1, 3)
('llanero', 1, 1)
('discontinuad', 1, 1)
('técnicas48', 1, 1)
('oxigeno', 1, 1)
('equidad8', 1, 1)
('país123', 1, 1)
('readecuación', 1, 1)
('rural-urbano17', 1, 1)
('aceleradores', 1, 1)
('asta', 1, 1)
('judicial99', 1, 1)
('administradosalud', 1, 1)
('sr-40', 1, 1)
('injustificada', 1, 1)
('beatriz', 1, 1)
('ueaaianódsc', 1, 1)
('pangea', 1, 2)
('der.)100.00030%80.00020%60.00010%40.0000%20.000', 1, 1)
('inoperantes', 1, 2)
('género27', 1, 1)
('liquidatarios22', 1, 1)
('may-no', 1, 1)
('cofinanciadoras', 1, 1)
('vulnerables18', 1, 1)
('reducciónvial', 1, 1)
('seguimiento8', 1, 1)
('nacional-sector', 1, 1)
('enérgetico', 1, 1)
('combinando', 1, 1)
('endémicos', 1, 1)
('infraestructurainterventoria', 1, 1)
('dorada-chiriguaná-ciénaga-santa', 1, 1)
('desalinizadoras', 1, 2)
('4,174,223,98tunja', 1, 1)
('notoriedad', 1, 1)
('postpandemia', 1, 1)
('ambos23', 1, 1)
('winter', 1, 2)
('boradores', 1, 1)
('tumbas', 1, 1)
('fluyan', 1, 1)
('oup', 1, 1)
('biofertilizantes', 1, 1)
('siis)35', 1, 1)
('modelan', 1, 3)
('r6168', 1, 1)
('esparcen', 1, 1)
('acción59', 1, 1)
('prioritarias12', 1, 1)
('6800evaluaciones', 1, 1)
('vibración', 1, 1)
('opain', 1, 1)
('región91', 1, 1)
('sur184,14', 1, 1)
('centavo46', 1, 1)
('anchos55', 1, 1)
('ecuation', 1, 1)
('secundario28', 1, 1)
('radiométricamente', 1, 1)
('integrado32', 1, 1)
('promediaron', 1, 1)
('producirán', 1, 1)
('general0,02018', 1, 1)
('cormagdale', 1, 1)
('productivas50', 1, 1)
('bogotá86', 1, 1)
('forestería', 1, 2)
('0,09%homicidio', 1, 1)
('gitanos-rrom', 1, 1)
('34%bachillerato', 1, 1)
('adjudicables', 1, 1)
('implementara', 1, 1)
('healthtech', 1, 1)
('chronic', 1, 1)
('bogotá-bogotá', 1, 1)
('3%ti2%1%0%2', 1, 1)
('33%desarrollo', 1, 1)
('88%1.000.9242012', 1, 1)
('descongelamiento', 1, 1)
('pe0037', 1, 1)
('camioneta', 1, 2)
('aeronavegación', 1, 1)
('establecimientosla', 1, 4)
('msolu', 1, 1)
('ilac)9002', 1, 1)
('1,39%)1066', 1, 1)
('aume*/nto', 1, 1)
('villas', 1, 1)
('conquistar', 1, 1)
('prestadas', 1, 1)
('datos-nube', 1, 1)
('elegían', 1, 1)
('exploran', 1, 1)
('aforados', 1, 1)
('aerospace', 1, 5)
('indispensablemente', 1, 1)
('justicia101', 1, 1)
('agritech', 1, 1)
('interceptar', 1, 2)
('expulsor', 1, 1)
('no.6', 1, 1)
('x100', 1, 1)
('alcantarillado10', 1, 1)
('río+20', 1, 1)
('manizales(c', 1, 1)
('portaban', 1, 1)
('acondicionadores', 1, 1)
('bituima', 1, 2)
('socioeconomica-de-los-hogares-desplazados-en-colombia-como-vamos', 1, 1)
('regional4', 1, 1)
('sintomatología', 1, 2)
('fricción34', 1, 1)
('hazen', 1, 2)
